 ,Area,Mean,Min,Max,Length
1,0.036,106.662,16.008,181.949,4.551
2,0.027,90.364,9.952,181.728,3.425
3,0.025,57.171,9.741,107.425,3.206
4,0.026,107.694,7.695,207.222,3.263
5,0.030,68.733,4.231,172.256,3.877
6,0.040,52.744,5.917,152.401,5.074
7,0.031,114.615,7.675,241.988,4.026
