 ,Area,Mean,Min,Max,Length
1,0.022,77.702,0.667,142.463,3.464
2,0.024,74.622,2.155,224.623,3.744
3,0.012,51.221,4.491,184.667,1.965
4,0.091,20.260,0.333,210.908,14.423
5,0.021,78.764,1.509,196.889,3.372
6,0.019,56.628,0.000,151.975,2.989
7,0.021,111.747,2.619,218.100,3.417
8,0.020,101.933,1.667,175.000,3.165
9,0.021,80.046,7.297,231.154,3.340
10,0.023,141.420,59.756,201.037,3.735
