 ,Area,Mean,Min,Max,Length
1,0.028,45.532,1.487,235.292,3.285
2,0.032,38.009,0.341,252.461,3.740
3,0.024,83.827,29.242,244.296,2.882
4,0.020,67.629,1.185,184.309,2.392
