 ,Area,Mean,Min,Max,Length
1,0.021,87.063,11.499,150.000,3.006
2,0.024,81.371,2.902,156.659,3.520
3,0.026,93.875,1.227,190.779,3.775
4,0.024,85.902,3.891,175.713,3.425
5,0.019,109.106,50.567,159.940,2.812
6,0.032,50.687,0.297,122.929,4.607
7,0.023,99.289,0.512,216.313,3.354
8,0.025,98.107,24.368,153.271,3.645
9,0.026,93.010,2.831,178.438,3.721
10,0.025,97.614,8.455,144.012,3.642
11,0.016,18.810,0.000,147.491,2.327
