"Wref","Tref","a0","a1","a2","a3","H_VM","TT_epipelagic","TT_mesopelagic","TT_mean","activity_factor_resting","activity_factor_foraging","activity_factor_migrating","time_resting","Dmax","Dmin","B","S","prop_SDA","prop_egestion","prop_excretion","G_VM","theta","peakTime","timeTo90","Q_ox_kJ_g_O2","RQ","energy_in_pellet","C_in_pellet","proportion_egestion_below_150m","X_r","X_e","mu","C_c_vm","prop_mortality_below_150m","H_NM","G_NM","C_c_nm","prop_non_detrital_NM_prey","C_t_bar_nsims","q_nsims","cal_nsims","C_flux_site_nsims"
1000,15,4.17408729320663,0.721912099761402,-7.36327302514551,0.848840357352232,1,14.1245245954487,11.0090873297304,12.6828458344098,0.781006426666863,3.48415144067258,2.30181910423562,0.46917515757028,330.716012651101,11.3901861244813,499.481610184535,4.84009092978667,0.117245797138661,0.215066717956215,0.0742873692484573,0.0151774834790267,0.611927329120226,4.88532539829612,12.6342647708952,13.3582836272568,1.91410490360577,2.41039912069682,0.0762466616579331,0.520405969116837,0.00516902511119842,0.55734378695488,0.3032814001426,0.205674351141322,0.622879614681006,0,0.0101188362985849,0.080165882429108,0.642097884882241,1.61238128122199,0.133051935129333,1.05161365517415,0.928336835198913
1000,15,4.24890971562898,0.720333509940109,-5.10229423715173,0.835206644008003,1,14.330041302368,10.9395496691577,12.1155828798655,0.824276827974245,3.03981888992712,1.15363758616149,0.444881551766302,302.04432704486,67.0132509269752,500.067186315544,2.86006467107218,0.120602832978591,0.168527867142111,0.0659987567747012,0.0188573517124169,0.716216656295583,4.0377952169627,10.8614190109074,14.6636596105993,1.49723692187108,3.35898117921315,0.0603753479314037,0.71256459383294,0.00483888737857342,0.524265453405678,0.422383763683831,0.184672381213866,0.72755950524006,0,0.00988326311041601,0.111110637986101,0.726326442416757,0.97576133032584,0.0685357782873325,1.03658345807344,1.41476475100583
1000,15,4.39819039427566,0.776313031134717,-7.50087291248274,0.547748687198682,1,13.8182850405574,11.3662429605611,12.5664412507322,0.913825776311569,2.80255124135874,1.54827993153594,0.457346390997991,356.450507370755,30.4563567228615,499.465793188196,4.38182764905505,0.119848612677306,0.165069032851607,0.0630988758066669,0.0124944278122857,0.659111336516216,4.6640113145113,13.6711314823478,14.2369744002633,0.851353825908154,3.41546306530945,0.0776722859009169,0.733584004454315,0.00944050080478191,0.859713799599558,0.469814623236554,0.241005986367352,0.888025772734545,0,0.00943903397955,0.147348419453017,0.482427801657468,1.07193412569826,0.0753091737045907,1.33692800393328,0.568286269472448
1000,15,3.87482296295576,0.666992442240464,-6.44985125496349,0.676684286304304,1,13.9924865756184,11.1324762543663,12.5977301516104,0.667073795688339,2.3582858631853,2.10589127801359,0.444225559025072,335.342942597345,93.9042044663802,499.097977864556,3.17801436507143,0.112965354321525,0.179706785902381,0.0658181593697518,0.0145952340723015,0.654829079406336,4.91936228983104,10.9159923838452,12.8776736720279,1.05838756461162,2.6161236575339,0.0708454447798431,0.833692942280322,0.00555749855041504,0.674574057012796,0.586602569783407,0.106962917281315,0.856442361231893,0,0.0048612974579446,0.190512626699172,0.866373659390956,1.28802900264034,0.137595605372917,1.17460838146508,0.622319789232753
1000,15,4.54302647626932,0.741445522898709,-6.15702331068496,0.635014091938952,1,14.086380547611,11.4515262350906,12.1017355299555,0.979783925577067,1.2190518877469,1.43208761070855,0.443858878700994,475.355668133125,49.617604422383,499.026067983359,3.48540122227278,0.131785537306219,0.234570333790034,0.075439057550393,0.0127132317200303,0.677643432188779,1.6733238670975,13.6605037925765,14.7056469593011,1.94768234079238,3.18154363534413,0.0633567619370297,0.661577325221151,0.0143269393593073,0.754681836534292,0.419737377957339,0.191196573010646,0.494086086028256,0,0.0100725921210833,0.213694828289561,0.416365486336872,1.62994801941955,0.43429478679318,1.18315701873507,2.39167876277386
1000,15,4.39666163242934,0.804078980953431,-5.60854982872727,0.637164627946286,1,13.7126332640182,11.1248945677653,12.8725664652884,0.639940107706934,2.97294426942244,3.3509746780619,0.461277169440873,303.317231219262,13.039436256513,500.051109728869,5.13077750205994,0.156182410363108,0.200948190614581,0.0723345643430948,0.0108761145221069,0.903881845707074,4.92861681170762,12.6396478395909,13.9246126324777,1.87733550777193,0.810887736151926,0.0823902888805605,0.570107382256538,0.00760966377556324,0.656989669520408,0.370438997279,0.0437224918436259,0.503949614334852,0,0.00561236158758402,0.239200655621942,0.425154096074402,1.02742135343906,0.312191935791634,1.00919113890268,7.17839043740227
1000,15,4.14267065264699,0.768726806087118,-4.46505694035261,0.851426548796516,1,13.8050630677026,10.92405841453,12.8685911959037,0.699620941071771,1.82930130395107,3.80492580984719,0.449374755800236,324.575375718996,61.4807637943886,500.744903412648,3.70790912166704,0.163141397997737,0.216860940270126,0.0808732834048569,0.0216289821225218,0.628481242652051,2.83101326152682,10.8161914749071,14.5087716886681,0.795830907998607,1.78966798523907,0.0536330904928036,0.735386249329895,0.0103383651763201,0.731599131505936,0.441671744472677,0.156384313739371,0.800263083400205,0,0.00492460139608011,0.043989377766382,0.538751056836918,1.77084768344379,0.280429126217496,1.32973804196808,2.22260924576158
1000,15,4.15816650483702,0.771188879812914,-5.20396914194508,1.04460038911869,1,13.9230871209875,10.8108053281903,12.6402177151758,0.65390301682055,1.02512398501858,1.1677892813459,0.458116495758295,418.439497752115,37.1638758294284,500.249944501556,4.11342680898961,0.13629690872319,0.167360132187605,0.0587560164919123,0.0265177656034939,0.556709449337795,3.20112271271646,13.3205429865047,12.7183978309948,1.53868256469723,1.4357683109818,0.0756546501186676,0.637354346271604,0.0108009093225002,0.819616269692779,0.622394490153392,0.22609518430382,0.82336598248221,0,0.00655967997759581,0.154071105299052,0.827091362792998,2.3152470471658,0.495871011109557,1.40344693826046,1.90422913776407
1000,15,4.3242747158879,0.692771217951276,-5.9768057487978,1.07076178944004,1,14.1945844350848,10.7975116458256,12.9517684972379,0.995057167485356,2.54987234761938,2.95966134592891,0.44796633096179,356.485730269924,34.9055158323608,499.918225694913,3.80301434143912,0.122554423026741,0.173429203722626,0.0593855449268594,0.0161779152257368,0.854124860181473,3.0815866805613,13.4649163996801,12.0815840114001,0.79877000306733,1.36367222322151,0.0821015082765371,0.7944714974612,0.00445764907002449,0.524514687247574,0.659526574374655,0.2247104541976,0.535878041386604,0,0.00473524800664745,0.0495367847983725,0.414060740545392,1.18227866437083,0.138126892934088,1.48407924000639,2.06620774358245
1000,15,4.13344468580367,0.623773814393132,-5.36599316278657,0.78438343312892,1,14.1437808971386,10.9377686236985,12.8329897273798,0.739238752401434,1.91999452514574,2.20805206033401,0.455608824489173,384.341143677011,11.391964093782,499.477459148038,3.16858895036858,0.16672667690739,0.229295776579529,0.064087788249366,0.0151479336535558,0.76102010668721,2.8668614141643,10.4606598997489,13.4990143847559,1.3704603403341,1.36492958771996,0.0851300434325822,0.642502306122333,0.0112693785667419,0.81998418616131,0.588825283254308,0.166449418968521,0.567503206757829,0,0.00962097343895584,0.155641294540372,0.67733447975479,1.83456176081222,0.365057490614708,1.28506146569271,5.24466284412786
