Ship,Tow_number,Net_number,Taxon,Fish.ID,Image.Name,ImageJ.Number,Std_length_mm,Notes,Tow_net,cruise_no,fish_no,packet_no,lowest_taxa_final,taxa_code_final,taxa_code_final_method,taxa_code_original,taxa_updated_date,visual_ID_confidence,photo_ID,total_weight,gut_weight_full,gut_weight_empty,gut_dispensation,sex,sex_confidence,gonad_weight,head_collected,body_location,fish_comments,processed_date,processed_initials,taxa_code,Lowest_taxon
Sarmiento,2,1,Gonostomatidae,NA,NA,NA,47.26,NA,2 _ 1,SG2105,211,20,Cyclothone sp.,CYSP,visual,CYSP,NA,H,SG2105_ORG208-211_MOC2_NET1,0.4994,NA,NA,,NA,,NA,,neg80,"Body broken. 204-211 potentially same sp. ID Notes: darker bodied Cyclothone, though maybe not as dark as microdon. 208-211 refrozen in foil together",20210917,LSL,CYSP,Cyclothone sp.
Sarmiento,2,4,Myctophidae,NA,NA,NA,37.71,NA,2 _ 4,SG2105,212,27,Benthosema glaciale,BEGL,visual,BEGL,NA,M,SG2105_ORG212_MOC2_NET4,0.6804,NA,NA,,NA,,NA,,neg80,,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,43.34,NA,2 _ 4,SG2105,213,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG213_MOC2_NET4,0.89,NA,NA,,NA,,NA,,neg80,,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,37.9,NA,2 _ 4,SG2105,214,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG214_MOC2_NET4,0.5735,NA,NA,,NA,,NA,,neg80,,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,36.61,NA,2 _ 4,SG2105,215,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG215_MOC2_NET4,0.5585,NA,NA,,NA,,NA,,neg80,,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,34.48,NA,2 _ 4,SG2105,216,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG216-217_MOC2_NET4,0.4988,NA,NA,,NA,,NA,,neg80,216-217 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,31.94,NA,2 _ 4,SG2105,217,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG216-217_MOC2_NET4,0.4995,NA,NA,,NA,,NA,,neg80,216-217 refrozen in foil together. Head squished,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,23.23,NA,2 _ 4,SG2105,218,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG218-220_MOC2_NET4,0.1628,NA,NA,,NA,,NA,,neg80,218-220 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,30.37,NA,2 _ 4,SG2105,219,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG218-220_MOC2_NET4,0.3508,NA,NA,,NA,,NA,,neg80,218-220 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,24.66,NA,2 _ 4,SG2105,220,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG218-220_MOC2_NET4,0.2021,NA,NA,,NA,,NA,,neg80,218-220 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,24.99,NA,2 _ 4,SG2105,221,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG221-224_MOC2_NET4,0.2045,NA,NA,,NA,,NA,,neg80,221-224 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,26.66,NA,2 _ 4,SG2105,222,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG221-224_MOC2_NET4,0.2052,NA,NA,,NA,,NA,,neg80,221-224 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,33.33,NA,2 _ 4,SG2105,223,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG221-224_MOC2_NET4,0.4407,NA,NA,,NA,,NA,,neg80,221-224 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,24.52,NA,2 _ 4,SG2105,224,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG221-224_MOC2_NET4,0.1755,NA,NA,,NA,,NA,,neg80,221-224 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,22.82,NA,2 _ 4,SG2105,225,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG225-227_MOC2_NET4,0.1545,NA,NA,,NA,,NA,,neg80,225-227 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,24.48,NA,2 _ 4,SG2105,226,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG225-227_MOC2_NET4,0.1748,NA,NA,,NA,,NA,,neg80,225-227 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,23.82,NA,2 _ 4,SG2105,227,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG225-227_MOC2_NET4,0.1755,NA,NA,,NA,,NA,,neg80,225-227 refrozen in foil together. Head squished,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,30.99,NA,2 _ 4,SG2105,228,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG228-230_MOC2_NET4,0.4062,NA,NA,,NA,,NA,,neg80,228-230 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,21.07,NA,2 _ 4,SG2105,229,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG228-230_MOC2_NET4,0.1295,NA,NA,,NA,,NA,,neg80,228-230 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,25.84,NA,2 _ 4,SG2105,230,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG228-230_MOC2_NET4,0.1913,NA,NA,,NA,,NA,,neg80,228-230 refrozen in foil together. Gut squished,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,30.96,NA,2 _ 4,SG2105,231,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG231-233_MOC2_NET4,0.3717,NA,NA,,NA,,NA,,neg80,231-233 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,24.6,NA,2 _ 4,SG2105,232,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG231-233_MOC2_NET4,0.1899,NA,NA,,NA,,NA,,neg80,231-233 refrozen in foil together. Body broken; in poor condition,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,22.9,NA,2 _ 4,SG2105,233,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG231-233_MOC2_NET4,0.1452,NA,NA,,NA,,NA,,neg80,231-233 refrozen in foil together. Gut squished; tail broken,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,24.04,NA,2 _ 4,SG2105,234,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG234-237_MOC2_NET4,0.1728,NA,NA,,NA,,NA,,neg80,234-237 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,24.11,NA,2 _ 4,SG2105,235,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG234-237_MOC2_NET4,0.1711,NA,NA,,NA,,NA,,neg80,234-237 refrozen in foil together. Head squished,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,24.7,NA,2 _ 4,SG2105,236,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG234-237_MOC2_NET4,0.1948,NA,NA,,NA,,NA,,neg80,234-237 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,25.77,NA,2 _ 4,SG2105,237,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG234-237_MOC2_NET4,0.204,NA,NA,,NA,,NA,,neg80,234-237 refrozen in foil together. Gut damaged,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,23.78,NA,2 _ 4,SG2105,238,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG238-240_MOC2_NET4,0.1678,NA,NA,,NA,,NA,,neg80,238-240 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,24.03,NA,2 _ 4,SG2105,239,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG238-240_MOC2_NET4,0.1724,NA,NA,,NA,,NA,,neg80,238-240 refrozen in foil together,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,23.95,NA,2 _ 4,SG2105,240,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG238-240_MOC2_NET4,0.1798,NA,NA,,NA,,NA,,neg80,238-240 refrozen in foil together. Tail broken,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,25.27,NA,2 _ 4,SG2105,241,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG241-243_MOC2_NET4,0.2135,NA,NA,,NA,,NA,,neg80,241-243 refrozen in foil together.,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,22.4,NA,2 _ 4,SG2105,242,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG241-243_MOC2_NET4,0.1614,NA,NA,,NA,,NA,,neg80,241-243 refrozen in foil together. Body in poor condition,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,4,Myctophidae,NA,NA,NA,24.69,NA,2 _ 4,SG2105,243,27,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG241-243_MOC2_NET4,0.1805,NA,NA,,NA,,NA,,neg80,241-243 refrozen in foil together. Body in poor condition; body in pieces,20210917,LSL,BEGL,Benthosema glaciale
Sarmiento,2,1,Alepocephalidae,NA,NA,NA,41.94,NA,2 _ 1,SG2105,244,22,Xenodermichthys copei,XECO,visual,XECO,NA,H,SG2105_ORG244_MOC2_NET1,0.5291,NA,NA,,NA,,NA,,neg80,ID Notes: like fish 131-132. Thawed to ID,20210930,LSL,XECO,Xenodermichthys copei
Sarmiento,2,1,Alepocephalidae,NA,NA,NA,58.15,NA,2 _ 1,SG2105,245,22,Xenodermichthys copei,XECO,visual,XECO,NA,H,SG2105_ORG245-247_MOC2_NET1,1.4328,NA,NA,,NA,,NA,,neg80,245-247 refrozen in foil together; partially thawed,20210930,LSL,XECO,Xenodermichthys copei
Sarmiento,2,1,Alepocephalidae,NA,NA,NA,46.43,NA,2 _ 1,SG2105,246,22,Xenodermichthys copei,XECO,visual,XECO,NA,H,SG2105_ORG245-247_MOC2_NET1,0.8161,NA,NA,,NA,,NA,,neg80,245-247 refrozen in foil together; partially thawed,20210930,LSL,XECO,Xenodermichthys copei
Sarmiento,2,1,Alepocephalidae,NA,NA,NA,44.41,NA,2 _ 1,SG2105,247,22,Xenodermichthys copei,XECO,visual,XECO,NA,H,SG2105_ORG245-247_MOC2_NET1,0.677,NA,NA,,NA,,NA,,neg80,245-247 refrozen in foil together; partially thawed,20210930,LSL,XECO,Xenodermichthys copei
Sarmiento,4,1,Alepocephalidae,NA,NA,NA,61.33,NA,4 _ 1,SG2105,248,46,Xenodermichthys copei,XECO,visual,XECO,NA,H,SG2105_ORG248-249_MOC4_NET1,1.932,NA,NA,,NA,,NA,,neg80,Weight may be over estamte due to zooplankton frozen on body. Not thawed,20210930,LSL,XECO,Xenodermichthys copei
Sarmiento,4,1,Alepocephalidae,NA,NA,NA,52.84,NA,4 _ 1,SG2105,249,46,Xenodermichthys copei,XECO,visual,XECO,NA,H,SG2105_ORG248-249_MOC4_NET1,1.212,NA,NA,,NA,,NA,,neg80,Not thawed,20210930,LSL,XECO,Xenodermichthys copei
Sarmiento,4,2,Platytroctidae,NA,NA,NA,38.08,NA,4 _ 2,SG2105,250,48,Platytroctidae,PLAT,visual,PLAT,NA,H,SG2105_ORG250_MOC4_NET2,0.4105,NA,NA,,NA,,NA,,neg80,"Thawed trying to ID. ID Notes: Tubeshoulder, but was not able to find a good key to get to species; Body light colored with black mysentery; no obvious tusks; maxillary ends jjust anterior to posterior margin of eye; body shape like Sagamichthys",20210930,LSL,PLAT,Platytroctidae
Sarmiento,4,4,Sternoptychidae,NA,NA,NA,27.09,NA,4 _ 4,SG2105,251,51,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG251-252_MOC4_NET4,0.4404,NA,NA,,NA,,NA,,neg80,Minimal thaw,20210930,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,4,4,Sternoptychidae,NA,NA,NA,25.46,NA,4 _ 4,SG2105,252,51,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG251-252_MOC4_NET4,0.3666,NA,NA,,NA,,NA,,neg80,Minimal thaw,20210930,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,6,4,Merlucciidae,NA,NA,NA,77.87,NA,6 _ 4,SG2105,266,79,Merluccius merluccius,MEME,visual,MEME,NA,H,SG2105_ORG266_MOC6_NET4,3.6088,NA,NA,,NA,,NA,,neg80,Did not thaw to straighten,20211001,LSL,MEME,Merluccius merluccius
Sarmiento,6,3,Sternoptychidae,NA,NA,NA,24.13,NA,6 _ 3,SG2105,267,78,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG267_MOC6_NET3,0.3457,NA,NA,,NA,,NA,,neg80,,20211001,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,6,3,Microstomatidae,NA,NA,NA,40.53,NA,6 _ 3,SG2105,268,78,Nansenia sp.,NNSP,visual,NNSP,NA,L,SG2105_ORG268_MOC6_NET3,0.3428,NA,NA,,NA,,NA,,neg80,Mostly thawed to ID. ID Notes long thin adipose; DF inserted at mid-body; AF below adipose; Pelvic fin below DF base; pectoral fin base on side (not low or near ventral surface); body silvery,20211001,LSL,NNSP,Nansenia sp.
Sarmiento,6,1,Alepocephalidae,NA,NA,NA,51,NA,6 _ 1,SG2105,269,76,Xenodermichthys copei,XECO,visual,XECO,NA,H,SG2105_ORG269_MOC6_NET1,1.0914,NA,NA,,NA,,NA,,neg80,Not thawed,20211001,LSL,XECO,Xenodermichthys copei
Sarmiento,6,1,Bathylagidae,NA,NA,NA,29.37,NA,6 _ 1,SG2105,270,76,Bathylagus euryops,BAEU,visual,BAEU,NA,M,SG2105_ORG270_MOC6_NET1,0.176,NA,NA,,NA,,NA,,neg80,ID Notes: Anal fin=210; less confident to species,20211001,LSL,BAEU,Bathylagus euryops
Sarmiento,6,1,Gonostomatidae,NA,NA,NA,27.52,NA,6 _ 1,SG2105,271,76,Gonostoma sp.,GOSP,visual,GOSP,NA,L,SG2105_ORG271_MOC6_NET1,0.0989,NA,NA,,NA,,NA,,neg80,"Thawed. ID Notes: based on caudal peduncle, photophore pattern and maxillary, don't believe myctophid; Gonostomatid but not cyclothone; anal fin damged but ≥14 rays; dorsal fin inserts anterior to analfin; some photophores, but fish in bad shape; moderate sized eye; maybe Gonostoma",20211001,LSL,GOSP,Gonostoma sp.
Sarmiento,6,1,Gonostomatidae,NA,NA,NA,33.63,NA,6 _ 1,SG2105,272,76,Gonostoma sp.,GOSP,visual,GOSP,NA,L,SG2105_ORG272_MOC6_NET1,0.2079,NA,NA,,NA,,NA,,neg80,"Body broken.  ID Notes: based on caudal peduncle, photophore pattern and maxillary, don't believe myctophid; appears to be different species than 271 but not myct.",20211001,LSL,GOSP,Gonostoma sp.
Sarmiento,6,1,Gonostomatidae,NA,NA,NA,40.86,NA,6 _ 1,SG2105,273,76,Cyclothone sp.,CYSP,visual,CYSP,NA,H,SG2105_ORG273_MOC6_NET1,0.3635,NA,NA,,NA,,NA,,neg80,ID Notes: not microdon (based on 1 gill raker at corner of 1st arch),20211001,LSL,CYSP,Cyclothone sp.
Sarmiento,6,1,Melamphaidae,NA,NA,NA,114.06,NA,6 _ 1,SG2105,274,74,Scopelogadus beanii,SCBE,visual,SCBE,NA,H,SG2105_ORG274_MOC6_NET1,37.8125,NA,NA,,NA,,NA,,neg80,"Not thawed. ID Notes: DF II,10",20211001,LSL,SCBE,Scopelogadus beanii
Sarmiento,3,2,Sternoptychidae,NA,NA,NA,18.75,NA,3 _ 2,SG2105,279,41,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG279_MOC3_NET2,0.1532,NA,NA,,NA,,NA,,neg80,,20211104,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,3,1,Sternoptychidae,NA,NA,NA,28.99,NA,3 _ 1,SG2105,280,40,Argyropelecus sp.,ARSP,visual,ARSP,NA,H,SG2105_ORG280_MOC3_NET1,0.8252,NA,NA,,NA,,NA,,neg80,"ID Notes: 6 IP, 6 BR and 12 PV photophores; DF VI,9; pelvic fin 4; anal fin 7",20211104,LSL,ARSP,Argyropelecus sp.
Sarmiento,3,1,Sternoptychidae,NA,NA,NA,17.01,NA,3 _ 1,SG2105,281,40,Argyropelecus sp.,ARSP,visual,ARSP,NA,H,SG2105_ORG281_MOC3_NET1,0.138,NA,NA,,NA,,NA,,neg80,,20211104,LSL,ARSP,Argyropelecus sp.
Sarmiento,3,1,Sternoptychidae,NA,NA,NA,19.95,NA,3 _ 1,SG2105,282,40,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG282-285_MOC3_NET1,0.2086,NA,NA,,NA,,NA,,neg80,,20211104,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,3,1,Sternoptychidae,NA,NA,NA,14.77,NA,3 _ 1,SG2105,283,40,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG282-285_MOC3_NET1,0.0808,NA,NA,,NA,,NA,,neg80,,20211104,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,3,1,Sternoptychidae,NA,NA,NA,22.17,NA,3 _ 1,SG2105,284,40,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG282-285_MOC3_NET1,0.2792,NA,NA,,NA,,NA,,neg80,PopGen: small,20211104,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,3,1,Sternoptychidae,NA,NA,NA,21.83,NA,3 _ 1,SG2105,285,40,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG282-285_MOC3_NET1,0.2251,NA,NA,,NA,,NA,,neg80,,20211104,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,3,1,Gonostomatidae,NA,NA,NA,31.66,NA,3 _ 1,SG2105,286,38,Cyclothone sp.,CYSP,visual,CYSP,NA,H,SG2105_ORG286-288_MOC3_NET1,0.1406,NA,NA,,NA,,NA,,neg80,PopGen: okay sample,20211104,LSL,CYSP,Cyclothone sp.
Sarmiento,3,1,Gonostomatidae,NA,NA,NA,41.57,NA,3 _ 1,SG2105,287,38,Cyclothone sp.,CYSP,visual,CYSP,NA,H,SG2105_ORG286-288_MOC3_NET1,0.2352,NA,NA,,NA,,NA,,neg80,PopGen: small bits of tissue,20211104,LSL,CYSP,Cyclothone sp.
Sarmiento,3,1,Gonostomatidae,NA,NA,NA,35.57,NA,3 _ 1,SG2105,288,38,Cyclothone sp.,CYSP,visual,CYSP,NA,H,SG2105_ORG286-288_MOC3_NET1,0.2313,NA,NA,,NA,,NA,,neg80,PopGen: caudal region broken and but that in vial,20211104,LSL,CYSP,Cyclothone sp.
Sarmiento,3,1,Myctophidae,NA,NA,NA,22.17,NA,3 _ 1,SG2105,289,39,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG289-290_MOC3_NET1,0.1405,NA,NA,,NA,,NA,,neg80,PopGen: small,20211104,LSL,BEGL,Benthosema glaciale
Sarmiento,3,1,Myctophidae,NA,NA,NA,24.04,NA,3 _ 1,SG2105,290,39,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG289-290_MOC3_NET1,0.1513,NA,NA,,NA,,NA,,neg80,PopGen: small,20211104,LSL,BEGL,Benthosema glaciale
Sarmiento,4,2,Myctophidae,NA,NA,NA,24.22,NA,4 _ 2,SG2105,298,49,Myctophidae,MYCT,visual,MYCT,NA,,SG2105_ORG298_MOC4_NET2,0.1913,NA,NA,,NA,,NA,,neg80,"ID Notes: body in bad shape; skin and photophores and missing head squished, can't get to genus",20211104,LSL,MYCT,Myctophidae
Sarmiento,4,2,Gonostomatidae,NA,NA,NA,45.12,NA,4 _ 2,SG2105,299,60,Cyclothone microdon,CYMI,visual,CYMI,NA,M,SG2105_ORG299-300_MOC4_NET2,0.4276,NA,NA,,NA,,NA,,neg80,ID Notes: maybe microdon,20211104,LSL,CYMI,Cyclothone microdon
Sarmiento,4,2,Gonostomatidae,NA,NA,NA,53.3,NA,4 _ 2,SG2105,300,60,Cyclothone braueri,CYBR,visual,CYBR,NA,M,SG2105_ORG299-300_MOC4_NET2,0.8999,NA,NA,,NA,,NA,,neg80,ID Notes: guess on brauerei based on OA photophores,20211104,LSL,CYBR,Cyclothone braueri
Sarmiento,4,1,Myctophidae,NA,NA,NA,32.44,NA,4 _ 1,SG2105,323,45,Lampanyctus macdonaldi,LAMA,visual,LAMA,NA,M,SG2105_ORG323-324_MOC4_NET1,0.179,NA,NA,,NA,,NA,,neg80,"ID Notes: 23+ gill rakers on first arch, so not a nannobrachium sp",20211105,LSL,LAMA,Lampanyctus macdonaldi
Sarmiento,4,1,Myctophidae,NA,NA,NA,31.29,NA,4 _ 1,SG2105,324,45,Lampanyctus macdonaldi,LAMA,visual,LAMA,NA,M,SG2105_ORG323-324_MOC4_NET1,0.2363,NA,NA,,NA,,NA,,neg80,"ID Notes: 23+ gill rakers on first arch, so not a nannobrachium sp. Fish in bad shape",20211105,LSL,LAMA,Lampanyctus macdonaldi
Sarmiento,4,3,Myctophidae,NA,NA,NA,24.21,NA,4 _ 3,SG2105,325,50,Benthosema glaciale,BEGL,visual,BEGL,NA,H,SG2105_ORG325_MOC4_NET3,0.1774,NA,NA,visual,NA,,NA,,neg80,,20211105,LSL,BEGL,Benthosema glaciale
Sarmiento,4,3,Sternoptychidae,NA,NA,NA,31.06,NA,4 _ 3,SG2105,326,50,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG326_MOC4_NET3,0.8264,NA,NA,visual,NA,,NA,,neg80,"Ovaries coming out vent (saved just because they were there). Gut in mouth but not inverted, contents should be okay",20211105,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,4,2,Sternoptychidae,NA,NA,NA,24.2,NA,4 _ 2,SG2105,327,47,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG327_MOC4_NET2,0.3003,0.0082,NA,mb,1,M,NA,,neg80,Gut in mouth but think it was not inverted and I got it all,20211119,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,4,2,Sternoptychidae,NA,NA,NA,23.72,NA,4 _ 2,SG2105,328,47,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG328_MOC4_NET2,0.3373,0.014,NA,mb,2,H,NA,,neg80,,20211119,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,4,2,Sternoptychidae,NA,NA,NA,29.67,NA,4 _ 2,SG2105,329,47,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG329_MOC4_NET2,0.718,0.0569,NA,mb,2,H,NA,,neg80,,20211119,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,4,2,Sternoptychidae,NA,NA,NA,29.38,NA,4 _ 2,SG2105,330,47,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG330_MOC4_NET2,0.6738,0.0299,NA,mb,2,H,NA,,neg80,"Gut in mouth, not inverted but may have lost some",20211119,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,4,2,Sternoptychidae,NA,NA,NA,27.35,NA,4 _ 2,SG2105,331,47,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG331_MOC4_NET2,0.4871,NA,NA,mb,2,H,NA,,neg80,"Gut in mouth, not inverted but may have lost some",20211119,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,4,2,Sternoptychidae,NA,NA,NA,24.96,NA,4 _ 2,SG2105,332,47,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG332_MOC4_NET2,0.3908,NA,NA,mb,2,H,NA,,neg80,,20211119,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,4,2,Sternoptychidae,NA,NA,NA,21.22,NA,4 _ 2,SG2105,333,47,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG333_MOC4_NET2,0.1989,0.0137,NA,mb,2,H,NA,,neg80,,20211119,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,4,2,Sternoptychidae,NA,NA,NA,14.64,NA,4 _ 2,SG2105,334,47,Argyropelecus hemigymnus,ARHE,visual,ARHE,NA,H,SG2105_ORG334_MOC4_NET2,0.0787,0.0026,NA,mb,2,M,NA,,neg80,,20211119,LSL,ARHE,Argyropelecus hemigymnus
Sarmiento,4,2,Sternoptychidae,NA,NA,NA,14.45,NA,4 _ 2,SG2105,335,47,Argyropelecus lychnus,ARLY,visual,ARLY,NA,H,SG2105_ORG335_MOC4_NET2,0.08,0.0034,NA,mb,9,,NA,,neg80,ID Notes: changed to ARLY on 12/20/2021,20211119,LSL,ARLY,Argyropelecus lychnus
Sarmiento,4,1,Gonostomatidae,NA,NA,NA,31,NA,4 _ 1,SG2105,336,44,Cyclothone microdon,CYMI,visual,CYMI,NA,L,SG2105_ORG336-339_MOC4_NET1,0.1652,NA,NA,,NA,,NA,,neg80,ID Notes: maybe microdon but damaged. Fish 336-341 refrozen in foil together; bodies too damaged to collect guts,20211130,LSL,CYMI,Cyclothone microdon
Sarmiento,4,1,Gonostomatidae,NA,NA,NA,37,NA,4 _ 1,SG2105,337,44,Cyclothone microdon,CYMI,visual,CYMI,NA,L,SG2105_ORG336-339_MOC4_NET1,0.2099,NA,NA,,NA,,NA,,neg80,ID Notes: maybe microdon but damaged. Fish 336-341 refrozen in foil together; bodies too damaged to collect guts,20211130,LSL,CYMI,Cyclothone microdon
Sarmiento,4,1,Gonostomatidae,NA,NA,NA,32,NA,4 _ 1,SG2105,338,44,Cyclothone sp.,CYSP,visual,CYSP,NA,H,SG2105_ORG336-339_MOC4_NET1,0.155,NA,NA,,NA,,NA,,neg80,Fish 336-341 refrozen in foil together; bodies too damaged to collect guts,20211130,LSL,CYSP,Cyclothone sp.
